Text,Sentiment
AAP in time will retest 1/25 low 435 area (holding short),-1
VHC breakout watch 36.7+,1
"Crude Prices To Continue To Fall In Coming Weeks, Historic Deal Insufficient: Goldman Sachs",-1
"In it's own secular #bull market COO #The Cooper Companies, Inc. Bull Flag Daily included #dogs",1
X adding a little,1
"INAP 717, riding 10MA, extended, based, bolly deviation1 & 10MA right under, room to upper bolly",1
"Citing improved money-market conditions, the bank said it would soon ease back on operations designed to add short-â€¦",1
"jmixer INO since Jan 7 it is a green weekly that is why I closed my long at 0.67, my broker doesn't has share to borrow me,....",-1
BAC next week's 12 calls getting a lot of Play!,1
"MCP either way, it's just 2 candles and back to 8. Next week will set the tone which way overall investor sentiment wants to take this",1
"CMG > keep these levels in mind: bounce to 284-288, followed by down leg to 238, a bounce to 254, and down leg to 212 / 202.",-1
ACX Today's P reads very positive.Would like to see the stock back at highs by month-end. More results coming. XV BBH,1
AAP lower highs and lower lows intraday...where is big near term support?,-1
AAP is dead. No 2 ways about it.,-1
GOOG(long if beats 778.71. Stop loss 773.91) & YHOO(long iafter beating 20.27. Stoploss 20.16) fit well the advertidsing deal,1
NFX Has that I wanna be a 200 stock feel,1
So what I used to do at Borders is called showrooming...i hope this works for TGT...the nature of retail is changing,-1
AAP will make computers in S. The 1st line of tablets will be called the Pinto: They explodes if swiped from behind!,-1
"While the world was waiting for Apple to remake the television industry, Netflix beat them to the punch. AAP NFX",1
CZO had nice up move looking to into SQQQ TQQQ SPX SPXS SPX SDOW PO to straddle options or swing trade OI prices up GAS up,1
AAP How come the spy goes up daily and AAPl down // No More Growth !!!,-1
COMPQ SPX IND BAC C Futures traded with rises pending macro data,1
BYD gearing up for another leg higher,1
I just legged into GOOG 780! Why? Sergey & arry aren't selling any of their shares...and Eric's keeping a few. :-),1
mako a red day monday breaks support and could test old lows of 9-9.25,-1
"Egg prices soar, forcing supermarkets and farmers to scramble",-1
AAP stop kidding yourself . there is no support around here,-1
"US Employment Falls 701,000 In March Amid Coronavirus",-1
SSYS EACHED SI 80% Crash is near,-1
"ong Nike NKE, ange esources C, h/t Nike user",1
OMEX Odyssey's ecord Breaking ecovery to be Featured on Discovery Channel SIVE SH Premieres February 24 - 8 pmET,1
NSPH looks like a possible move to 2.35 ... no pos here,1
BAC ally will resume after Fed minutes digested IMHO.,1
"S continues to work well, big breakout, retest, and follow-through, and all on good volume",1
SSYS postpone Q4 release from Feb to approx March 4th.,-1
AAP back to 350 I would buy hand over fist until then it's still inflated valuation. Now longer a growth story it's new MSFT,-1
CEN breaking out,1
GOOG is rolling over and AAP is rolling up...rotation time. Always bothered that GOOG does 10x less vol? fast exit,-1
"Sensex plummets over 3,500 points, Nifty cracks below 7,750 as markets extend losses; financial stocks worst hit…",-1
CMG creeping up on 200 MA and long term down trend.,1
"ES_F Bernanke sees spring slump? Will he blame 25% SPY crash on Italy?Are they hooking plows to vespa scooters,instead of CAT tractors?",-1
AMK a bear flag to keep an eye on for anyone interested in a short,-1
"The A/D line moves up, it means NVDA is being accumulated ( bought ).",1
KEX the break of the 8.49 secondary price was your obvious signal...,-1
NEW Blog Post: Technical Analysis of Barron's BBBY BCM GPW GNW YV P SBX SSW CP CSX KMP KS NSC MP,1
AAP broke trend,-1
good stuff for TSA here,1
AAP - percolating? Perhaps a push above 500 soon...,-1
MA a strong follow thru day after breaking out to new highs last Friday - confirmation is solid,1
TSO option trader buys 10k of the Feb 40P for 1.60. A 1.6 million bet stock will be below 40 by Feb exp. Could be hedge too. OI is 544,-1
short WYNN. I still think we've seen at least a short term top.,-1
"AAP Wall St. most hated stock currently. Careful short, anything short of disaster will be viewed positively. Bit risky long. #MainEvent",1
SC stericycle working on an daily breakout! SPX SPY NDX QQQ,1
"Pretty soon, it'll only take one share purchased on the offer of BK.A, PCN, or APP to move markets up 2%. #NoMoreVolume",1
AAP Breaking important level here.,-1
NFX The hourly shows a Head & Shoulder formation forming.,-1
ANTH ZCS p 4 times average volume today. ots of people have taken interest here.,1
AF 30 min second shot at the 100MA - 20/50 crossing,-1
"eading stocks topped early in the day, even as ES_F pushed higher. elative weakness on a strong up day. SODA SPW QCOM FB AAP BID",-1
MCP possible grind to 6.70-75,1
TSO user Attached shows Fib and old resistance stopping upward move. Will stay below both.,-1
GOOG Glass is coool,1
OXGN this stock has majort support at 4.00 range and should rebound hard back to 4.30+,1
END ran into space with large red candle on left and may try it again soon for a trade,1
AAP a classic move to 435 testing on no cause. Webinar followers I've added to short position,-1
Yes I saw a great opportunity when it dropped to 17 as you can tell from my twits user: user are you still long CHK ?,1
INTC ooks ready to move higher from here. Buy point is at 22.02 (200EMA). Bullish setup.,1
Outbreak: How coronavirus swept through JPMorganâ€™s trading floor,-1
AMZN - Closed over volume support inside of the descending channel and tested 50% retrace.,1
Financials continue ripping. Easy money. C approaching 43 PT,1
"PI making an effort, watch TIP too here",1
MTG don't be a bagholder!!!!,-1
Coronavirus Crisis: GoAir Decides To Reduce Pay Across Board,-1
"Sorry guys, but Netflix bulls need to hit the pause button. NFX",-1
notable 52wk highs [20 > /sh < 50] AFCE AK ACO AG AMSF APOG CBS ENB FGI HOMB OMAB SAIA WMB,1
MNKD squeezy,1
AAP Hedge Fund Hotel margin call switchboard blow-up tomorrow,-1
adding more weight to MTG sorry folks u had ur fun. Hammer down time. Holding over night Have plenty of cushion from 5.89 short,-1
et's do this BVSN,-1
IBM GOOG AAP FB COMPQ SPX 79.6% of S&P 500 Stocks Overbought,-1
PEIX long .45,1
we all know what happens to broken momo plays right?,-1
thinking out loud. 50 mva sub 200 mva- done. Bottoming tails at 61.60 providing obvious stop. Catalyst higher? 29% short interest.,1
BAC shorts better make a decision today... #OBAMA will give another push for continuation tomorrow.,1
You have to wonder where Fidelity Contrafund added more where they reduced their AAP. It sure looks like GOOG,1
AIG #MApattern,-1
AAP hmm. I'm not saying a word. Fan boys/girls keep your hate to yourself.,-1
INVN - any panic surge higher start short entries and save for red bar risky but timing top on next move is good scaling start for short,-1
CAT 82 looks very possible imo....,-1
"ed Monthly Triangle on CSN,...Scaling P",1
not likin MSFT neg dvrgnce+hammer today goin into quadruple bottom. Still have some longs w/ stop,-1
AAP hope you bought the dip,1
"Gold Futures Drop Over 2% To Rs 39,354 Per 10 Grams",-1
"Elephant hunting ISG, PCN, AMZN, A point and figure review, high risk , define loss w opt",-1
AAP just remember knees AND toes come after head and shoulders,-1
Don't shoot the mailman Point & Figure target AAP NDX QQQ Sorry #APPE Heads,-1
AAP Motley fool says apple gets to 1k b4 GOOG on CNBC since AAP has 2.85x more stock it is already over 1200 IMHO,1
RT : Latest round of emergency facilities expands the Federal Reserveâ€™s footprint into credit markets it has previously avoidâ€¦,-1
BAC Thank you to the greedy guy who bought my shares 11.99 yesterday when it hit my stop. I'm sure they're now an investor.,-1
SBI Cuts Interest Rates On Savings Deposits By 0.25%,-1
"The coronavirus pandemic is not only costing Trump properties over $1 million a day in lost revenue, but also complâ€¦",-1
"V looking extended here, could pull back 15 - 20 dollars. Strong company though, too dangerous for me to short me thinks.",-1
PCYC Fresh long should be made only when the stock closes above 72 with an up candle.,1
AAP - Series of lower highs. ooks like it wants to retest the recent lows.,-1
emember: ASTM need to raise money soon. At this point things are getting difficult. everse Split here too?,-1
Published ZNGA estimate on Estimize: +0.02 EPS and +6.09M evs compared to Wall Street's consensus.,1
"THX posted the other day, may be getting ready",1
â€œWe havenâ€™t really seen markets reflect the full extent of the damage that coronavirus is having to corporate profiâ€¦,-1
ooking at a 10am revesal on APP. will go back to 2.00 level soon.,1
BYD hopefully VS beat will help this stuck stock move on up.,1
The March jobs report shows the start of a collapse that could shed all the U.S. jobs added by employers in the pasâ€¦,-1
AAP most likely has a nice batch of new products to hatch,1
GAE Jumped over 1st Target and hit 2nd Target took some profits upped stop,1
What the cuts in oil output can do is prevent an even worse collapse in spot prices and surge in inventoriesâ€”Heardâ€¦,-1
PPHM is going down like a Ship!,-1
MOV finally getting attacked by selling! I'm short 39 calls...,-1
400 delta between AAP and GOOG today is possible As soon as GOOG does a 1:3 split will it be comparable + > 1/10 vol?,1
Aviation Industry Stares At Loss Of Up To $3.6 Billion In Q1 Due To Travel Ban,-1
AAP - Korea Hot Stocks-G Display falls on talks of Apple order cut -,-1
"Sensex Opens Over 500 Points Higher, Nifty Starts Day Near 8,450",1
AFFY 30 minute shift - Still long partials from yesterday 2.90 level,1
AAP powerball is up to 183 million. Maybe ill just load up on appl stock.... Odds are the same?,-1
"I agree, GOOG is severly overbought in this overinflated market.. expect a short position from me soon...",-1
"The Fed temporarily lifted restrictions on Wells Fargoâ€™s growth, allowing the troubled bank to make more loans duriâ€¦",1
"VVTV - We are in at 2.55 per share. This looks like a good one, its moving up already - we will sell at a 7% gain #stocks #insidertrading",1
Buying NFX 140 puts for tomorrow. 1.70 avg,-1
Keep OSTK on your watchlist - breaking out from a huge cup w handle pattern.,1
markets at the highs of the day. spy ms still chopping around. ridiculous.,-1
"AN technicals turning positive. SI rising, MACD crossover. Cleared 50EMA.",1
DK moving out of his Darvas box - keep an eye on volume.,1
getting excited about AAP on the 100th bounce attempt is a bit silly....,-1
"I'm now out, but congrats to those who took this trade. Honestly not a hard decision to make. V",1
EV over 40.72,1
After-hour Most Advanced: OPT MAKO FOD GNMK JDS EGE AMN PX AAY DDD SV PM BKS F,1
Further proof BBY is trying to tank it on purpose to go private on the cheap: The great gift card giveaway 2013.,-1
Mukesh Ambani's Net Worth Drops To $48 Billion In 2 Months Amid Coronavirus Crisis,-1
Bi-furcated market rules the day . . .my friend MS WMT TGT DT PP,-1
GOOG so far so good in premarket. If the averages help this could get above 745 today.,1
hum below 72.6 was strong can get all the way back to 71 and 70.,-1
egional Banks Have The Best Trade Setups Out There BAC FME MTB NPBC,1
RBI Refrains From Giving Inflation Outlook; Says GDP Projections At Risk,-1
"Even if the worst of the pandemic is over next month, job losses could be prolonged and their damaging effect evenâ€¦",-1
"RT : Ironically, the surge in the price of gold is largely because the market expects the Fed's recent measures to be successful.â€¦",1
AAP Support at 442ish and then gap fill below.,-1
Tourist Industry Sees Crisis Looming From Coronavirus Visa Ban,-1
AAP people be realistic. Market undecided what to do with apple. Earnings will lift that cloud. If GOOD we might EAY see a reversal.,-1
"Crude Oil Price Up Nearly 4%, Rises For Second Day Amid Hopes Of US Supply Cut",1
possible new shorts MCD XT DDD DE EA FFIV QCOM TA,-1
"Trading halted for 45 minutes as markets fall 10% on coronavirus jitters; Sensex down 2,992 points at 26,924, Nifty…",-1
HA Hitting 35.65 means resume targeting 42 level ..,1
BAC Around 10AM On Factory Data I expect a Slight Pullback that could be a entry point B4 the run over 12.50,1
"Global oil demand will drop by 6.8 million barrels a day in 2020, with the sharpest contraction coming in April amiâ€¦",-1
